Movie name, URL, Release Date, MPAA Rating, Run Time,  Opening Weekend Total, Number of Theaters, Domestic Total Sales, Foreign Total Sales, Global Total Sales
Children of the Corn,http://www.boxofficemojo.com/movies/?id=childrenofthecorn.htm,03/09/1984,R,93,2756864,653,14568989,null,null
Children of the Corn II,http://www.boxofficemojo.com/movies/?id=childrenofthecorn2.htm,01/29/1993,R,90,2719750,963,6980986,null,null
Children of the Revolution,http://www.boxofficemojo.com/movies/?id=childrenoftherevolution.htm,05/01/1997,R,99,31562,59,838368,null,null
Children on Their Birthdays,http://www.boxofficemojo.com/movies/?id=childrenontheirbirthdays.htm,10/18/2002,PG,102,null,null,null,null,null
Children Underground,http://www.boxofficemojo.com/movies/?id=childrenunderground.htm,09/19/2001,Unrated,104,3075,1,12798,null,null
Chill Factor,http://www.boxofficemojo.com/movies/?id=chillfactor.htm,09/03/1999,R,102,4529231,2558,11263966,n/a,11263966
Chillar Party,http://www.boxofficemojo.com/movies/?id=chillarparty.htm,07/08/2011,Unrated,130,4155,7,6330,825820,832150
Chimpanzee,http://www.boxofficemojo.com/movies/?id=chimpanzee.htm,04/20/2012,G,78,10673748,1567,28972764,5851000,34823764
China Blue,http://www.boxofficemojo.com/movies/?id=chinablue.htm,01/19/2007,Unrated,86,3767,3,12185,null,null
China Cry:A True Story,http://www.boxofficemojo.com/movies/?id=chinacry.htm,11/02/1990,PG-13,101,null,null,4212828,null,null
China Doll,http://www.boxofficemojo.com/movies/?id=chinadoll.htm,12/03/1958,Unrated,99,null,null,null,null,null
China Girl,http://www.boxofficemojo.com/movies/?id=chinagirl.htm,09/25/1987,R,88,531362,193,1262091,null,null
China Heavyweight,http://www.boxofficemojo.com/movies/?id=chinaheavyweight.htm,07/06/2012,Unrated,89,3792,4,10550,null,null
China Moon,http://www.boxofficemojo.com/movies/?id=chinamoon.htm,03/04/1994,R,100,1183843,377,3038499,null,null
The China Syndrome,http://www.boxofficemojo.com/movies/?id=chinasyndrome.htm,03/16/1979,PG,123,null,null,51718367,null,null
China:The Panda Adventure (IMAX),http://www.boxofficemojo.com/movies/?id=chinaimax.htm,06/09/2001,Unrated,49,null,21,3921642,2863343,6784985
Chinatown,http://www.boxofficemojo.com/movies/?id=chinatown.htm,06/21/1974,R,131,null,null,29200000,null,null
Chinese Box,http://www.boxofficemojo.com/movies/?id=chinesebox.htm,04/17/1998,R,99,97916,106,2178160,null,null
Chinese Puzzle,http://www.boxofficemojo.com/movies/?id=chinesepuzzle.htm,05/16/2014,R,117,23544,29,338523,7144485,7483008
The Chipmunk Adventure,http://www.boxofficemojo.com/movies/?id=chipmunkadventure.htm,05/22/1987,G,76,2584720,916,6804312,null,null
Chisum,http://www.boxofficemojo.com/movies/?id=chisum.htm,07/29/1970,G,111,null,null,null,null,null
Chloe,http://www.boxofficemojo.com/movies/?id=chloe.htm,03/26/2010,R,96,900688,350,3075255,8627387,11702642
Chocolat,http://www.boxofficemojo.com/movies/?id=chocolat.htm,12/15/2000,PG-13,105,3093590,1928,71509363,81190583,152699946
Chocolat (1989),http://www.boxofficemojo.com/movies/?id=chocolat89.htm,03/10/1989,PG-13,106,null,null,2317091,null,null
Chocolate,http://www.boxofficemojo.com/movies/?id=chocolate09.htm,02/06/2009,R,88,11180,7,14845,3164169,3179014
Chocolate (2005),http://www.boxofficemojo.com/movies/?id=chocolate.htm,09/16/2005,Unrated,N/A,38000,20,49000,null,null
The Chocolate War,http://www.boxofficemojo.com/movies/?id=chocolatewar.htm,11/18/1988,R,100,14351,11,303624,null,null
Choice of Weapons,http://www.boxofficemojo.com/movies/?id=choiceofweapons.htm,07/12/2002,Unrated,75,2032,1,2032,null,null
Choke,http://www.boxofficemojo.com/movies/?id=choke.htm,09/26/2008,R,89,1319286,435,2926565,1055894,3982459
Choking Man,http://www.boxofficemojo.com/movies/?id=chokingman.htm,11/09/2007,Unrated,82,4189,2,5474,4579,10053
Chooch,http://www.boxofficemojo.com/movies/?id=chooch.htm,08/27/2004,Unrated,81,10616,3,31015,null,null
Choose Connor,http://www.boxofficemojo.com/movies/?id=chooseconnor.htm,10/10/2008,Unrated,114,1441,2,5788,null,null
Choose Me,http://www.boxofficemojo.com/movies/?id=chooseme.htm,08/29/1984,R,106,null,null,2490233,null,null
Chop Shop,http://www.boxofficemojo.com/movies/?id=chopshop.htm,02/27/2008,Unrated,84,8475,3,125045,96182,221227
Chop Suey,http://www.boxofficemojo.com/movies/?id=chopsuey.htm,10/05/2001,Unrated,98,10472,5,179914,n/a,179914
Chopper,http://www.boxofficemojo.com/movies/?id=chopper.htm,04/11/2001,Unrated,94,15044,14,236185,null,null
The Chorus,http://www.boxofficemojo.com/movies/?id=choristes.htm,01/14/2005,PG-13,95,18355,59,3635164,79945006,83580170
A Chorus Line,http://www.boxofficemojo.com/movies/?id=chorusline.htm,12/13/1985,PG-13,118,1503564,680,14202899,null,null
A Chorus of Disapproval,http://www.boxofficemojo.com/movies/?id=chorusofdisapproval.htm,08/18/1989,PG,92,null,null,216373,null,null
The Chosen,http://www.boxofficemojo.com/movies/?id=chosen.htm,04/30/1982,PG,108,null,null,null,null,null
Chris & Don. A Love Story,http://www.boxofficemojo.com/movies/?id=chrisanddon.htm,06/13/2008,Unrated,90,10337,12,216110,null,null
Christ the Lord,http://www.boxofficemojo.com/movies/?id=christthelord.htm,03/11/2016,Not Yet Rated,N/A,null,null,null,null,null
Christian Mingle,http://www.boxofficemojo.com/movies/?id=christianmingle.htm,10/10/2014,PG,N/A,19836,15,25480,null,null
Christina,http://www.boxofficemojo.com/movies/?id=christina.htm,12/03/2010,Unrated,N/A,null,null,11000,null,null
Christine,http://www.boxofficemojo.com/movies/?id=christine.htm,12/09/1983,R,110,3408904,1101,21017849,null,null
Christmas at Maxwell's,http://www.boxofficemojo.com/movies/?id=christmasatmaxwells.htm,12/01/2006,PG,94,8375,41,12781,null,null
The Christmas Candle,http://www.boxofficemojo.com/movies/?id=christmascandle.htm,11/15/2013,PG,100,68655,392,2258620,n/a,2258620
A Christmas Carol (1938),http://www.boxofficemojo.com/movies/?id=christmascarol38.htm,12/16/1938,Unrated,69,null,null,null,null,null
A Christmas Carol (1951),http://www.boxofficemojo.com/movies/?id=christmascarol.htm,11/28/1951,Unrated,86,null,null,null,null,null
A Christmas Carol (2009),http://www.boxofficemojo.com/movies/?id=christmascarol09.htm,11/06/2009,PG,96,30051075,3683,137855863,187430783,325286646
Christmas in Connecticut,http://www.boxofficemojo.com/movies/?id=christmasinconnecticut.htm,07/20/1945,Unrated,102,null,null,null,null,null
Christmas in July,http://www.boxofficemojo.com/movies/?id=christmasinjuly.htm,10/18/1940,Unrated,67,null,null,null,null,null
Christmas in the Clouds,http://www.boxofficemojo.com/movies/?id=christmasintheclouds.htm,11/04/2005,PG,96,54920,27,279225,null,null
Christmas in Wonderland,http://www.boxofficemojo.com/movies/?id=christmasinwonderland.htm,01/25/2008,PG,100,689,2,689,693820,694509
A Christmas Story,http://www.boxofficemojo.com/movies/?id=christmasstory.htm,11/18/1983,PG,78,2072473,938,20605209,null,null
A Christmas Story (Re-issue),http://www.boxofficemojo.com/movies/?id=christmasstory84.htm,11/21/1984,PG,78,703439,602,20605209,null,null
A Christmas Tale,http://www.boxofficemojo.com/movies/?id=christmastale.htm,11/14/2008,Unrated,166,63837,52,1060922,6295471,7356393
Christmas Vacation,http://www.boxofficemojo.com/movies/?id=christmasvacation.htm,12/01/1989,PG-13,97,11750203,1950,71319526,null,null
Christmas with the Kranks,http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,11/24/2004,PG,94,21570867,3416,73780539,22791941,96572480
Christopher Columbus:The Discovery,http://www.boxofficemojo.com/movies/?id=christophercolumbus.htm,08/21/1992,PG-13,120,3101563,1512,8251071,null,null
Christopher Strong,http://www.boxofficemojo.com/movies/?id=christopherstrong.htm,03/31/1933,Unrated,78,null,null,null,null,null
Chronicle (2012),http://www.boxofficemojo.com/movies/?id=chronicle2012.htm,02/03/2012,PG-13,83,22004098,2908,64575175,62060922,126636097
Chronicle of an Escape (Cronica de una fuga),http://www.boxofficemojo.com/movies/?id=cronicadeunafuga.htm,11/30/2007,R,104,1307,1,2370,761372,763742
The Chronicles of Narnia:Prince Caspian,http://www.boxofficemojo.com/movies/?id=narnia2.htm,05/16/2008,PG,140,55034805,3929,141621490,278044078,419665568
The Chronicles of Narnia:The Lion the Witch and the Wardrobe,http://www.boxofficemojo.com/movies/?id=narnia.htm,12/09/2005,PG,132,65556312,3853,291710957,453302158,745013115
The Chronicles of Narnia:The Voyage of the Dawn Treader,http://www.boxofficemojo.com/movies/?id=narnia3.htm,12/10/2010,PG,112,24005069,3555,104386950,311299267,415686217
The Chronicles of Riddick,http://www.boxofficemojo.com/movies/?id=chroniclesofriddick.htm,06/11/2004,PG-13,119,24289165,2757,57761012,58011721,115772733
Chrystal,http://www.boxofficemojo.com/movies/?id=chrystal.htm,04/08/2005,R,120,12814,11,80858,null,null
Chuck & Buck,http://www.boxofficemojo.com/movies/?id=chuckandbuck.htm,07/14/2000,R,97,72831,46,1055671,126394,1182065
The Chumscrubber,http://www.boxofficemojo.com/movies/?id=chumscrubber.htm,08/05/2005,R,108,28548,28,52597,298804,351401
Chungking Express,http://www.boxofficemojo.com/movies/?id=chungkingexpress.htm,03/08/1996,PG-13,102,32779,20,600200,n/a,600200
Chunhyang,http://www.boxofficemojo.com/movies/?id=chunhyang.htm,12/29/2000,R,120,16187,16,798977,null,null
Chup Chup Ke,http://www.boxofficemojo.com/movies/?id=chupchupke.htm,06/09/2006,Unrated,164,110218,31,334618,608287,942905
Church Ball,http://www.boxofficemojo.com/movies/?id=churchball.htm,03/17/2006,PG,91,144376,40,464991,null,null
Ciao,http://www.boxofficemojo.com/movies/?id=ciao.htm,12/05/2008,R,87,2672,3,49494,null,null
Ciao America,http://www.boxofficemojo.com/movies/?id=ciaoamerica.htm,09/20/2002,PG-13,100,21559,19,54965,null,null
Ciao Professore,http://www.boxofficemojo.com/movies/?id=ciaoprofessore.htm,07/15/1994,R,93,null,null,1113435,null,null
The Cider House Rules,http://www.boxofficemojo.com/movies/?id=ciderhouserules.htm,12/10/1999,PG-13,125,3077420,1738,57545092,31000000,88545092
The Cimarron Kid,http://www.boxofficemojo.com/movies/?id=cimarronkid.htm,January 1952,Unrated,84,null,null,null,null,null
The Cincinnati Kid,http://www.boxofficemojo.com/movies/?id=cincinnatikid.htm,10/15/1965,Unrated,102,null,null,null,null,null
Cinco De Mayo:La Batalla,http://www.boxofficemojo.com/movies/?id=cincodemayo.htm,05/03/2013,R,125,83586,43,173472,null,null
Cinderella (2015),http://www.boxofficemojo.com/movies/?id=cinderella2015.htm,03/13/2015,PG,112,67877361,3848,180686540,256000000,436686540
Cinderella (Re-issue) (1981),http://www.boxofficemojo.com/movies/?id=cinderella81.htm,12/18/1981,G,76,1300000,null,28040000,null,null
Cinderella (Re-issue) (1987),http://www.boxofficemojo.com/movies/?id=cinderella87.htm,11/20/1987,G,76,null,1657,34101149,null,null
Cinderella Liberty,http://www.boxofficemojo.com/movies/?id=cinderellaliberty.htm,12/18/1973,R,117,null,null,null,null,null
Cinderella Man,http://www.boxofficemojo.com/movies/?id=cinderellaman.htm,06/03/2005,PG-13,144,18320205,2820,61649911,46890000,108539911
A Cinderella Story,http://www.boxofficemojo.com/movies/?id=cinderellastory.htm,07/16/2004,PG,96,13623350,2625,51438175,18629734,70067909
Cinema Paradiso,http://www.boxofficemojo.com/movies/?id=cinemaparadiso.htm,02/02/1990,PG,123,16552,124,12397210,null,null
Cinema Paradiso:The New Version,http://www.boxofficemojo.com/movies/?id=cinemaparadisonewversion.htm,06/14/2002,R,185,25899,15,12397210,n/a,12397210
Cinemania,http://www.boxofficemojo.com/movies/?id=cinemania.htm,05/16/2003,Unrated,N/A,3948,1,11305,null,null
Cinemanovels,http://www.boxofficemojo.com/movies/?id=cinemanovels.htm,07/03/2014,R,91,null,null,398,null,null
The Circle,http://www.boxofficemojo.com/movies/?id=circle.htm,03/09/2001,R,89,42300,16,440554,n/a,440554
Circle,http://www.boxofficemojo.com/movies/?id=circle2010.htm,08/27/2010,Unrated,N/A,3926,2,10024,null,null
Circle of Friends,http://www.boxofficemojo.com/movies/?id=circleoffriends.htm,03/17/1995,PG-13,102,3733055,902,23389975,null,null
Circo,http://www.boxofficemojo.com/movies/?id=circo.htm,04/01/2011,Unrated,75,5403,4,77466,null,null
Circuit,http://www.boxofficemojo.com/movies/?id=circuit02.htm,04/26/2002,R,130,34751,7,235087,n/a,235087
Circumstance,http://www.boxofficemojo.com/movies/?id=circumstance.htm,08/26/2011,R,107,43318,31,454121,n/a,454121
Circus,http://www.boxofficemojo.com/movies/?id=circus.htm,09/15/2000,R,95,8406,8,14693,null,null
Cirkus Columbia,http://www.boxofficemojo.com/movies/?id=cirkuscolumbia.htm,02/17/2012,Unrated,113,1284,1,3457,9529,12986
Cirque du Freak:The Vampire's Assistant,http://www.boxofficemojo.com/movies/?id=cirquedufreak.htm,10/23/2009,PG-13,108,6293205,2754,13869515,25362598,39232113
Cirque du Soleil:Journey of Man (IMAX),http://www.boxofficemojo.com/movies/?id=jorneyofmanimax.htm,05/05/2000,G,38,49837,22,15627434,11910925,27538359
Cirque Du Soleil:Worlds Away,http://www.boxofficemojo.com/movies/?id=cirquedusoleil.htm,12/21/2012,PG,91,2162993,840,12512862,21640239,34153101
Citadel,http://www.boxofficemojo.com/movies/?id=citadel.htm,11/09/2012,R,84,5715,7,13377,null,null
The Citizen,http://www.boxofficemojo.com/movies/?id=citizen.htm,09/06/2013,PG-13,99,368,6,24296,null,null
Citizen Gangster,http://www.boxofficemojo.com/movies/?id=citizengangster.htm,04/27/2012,Unrated,105,625,1,625,null,null
Citizen Kane,http://www.boxofficemojo.com/movies/?id=citizenkane.htm,05/01/1941,Unrated,119,null,null,1585634,null,null
Citizen Kane (Re-issue),http://www.boxofficemojo.com/movies/?id=citizenkane91.htm,05/01/1991,PG,119,null,null,1585634,null,null
Citizen Koch,http://www.boxofficemojo.com/movies/?id=citizenkoch.htm,06/06/2014,Unrated,90,10200,24,153908,null,null
Citizen Ruth,http://www.boxofficemojo.com/movies/?id=citizenruth.htm,12/13/1996,R,102,26709,23,285112,null,null
Citizen Verdict,http://www.boxofficemojo.com/movies/?id=citizenverdict.htm,05/06/2005,R,97,null,null,null,null,null
Citizenfour,http://www.boxofficemojo.com/movies/?id=citizenfour.htm,10/24/2014,R,114,126321,105,2783296,202299,2985595
Citizens Band,http://www.boxofficemojo.com/movies/?id=citizensband.htm,05/18/1977,PG,98,null,null,815530,null,null
City by the Sea,http://www.boxofficemojo.com/movies/?id=citybythesea.htm,09/06/2002,R,108,8935426,2575,22448879,6965087,29413966
The City Dark,http://www.boxofficemojo.com/movies/?id=citydark.htm,01/18/2012,Unrated,83,2983,2,9269,null,null
City Hall,http://www.boxofficemojo.com/movies/?id=cityhall.htm,02/16/1996,R,111,6950794,1815,20340204,null,null
City Heat,http://www.boxofficemojo.com/movies/?id=cityheat.htm,12/07/1984,PG,99,6301694,1655,38348988,null,null
City Island,http://www.boxofficemojo.com/movies/?id=cityisland.htm,03/19/2010,PG-13,100,32001,269,6671036,1204826,7875862
City Lights,http://www.boxofficemojo.com/movies/?id=citylights.htm,01/30/1931,Unrated,87,null,null,19181,null,null
City Lights (re-issue),http://www.boxofficemojo.com/movies/?id=citylights07.htm,07/06/2007,G,87,9102,1,19181,null,null
City of Angels,http://www.boxofficemojo.com/movies/?id=cityofangels.htm,04/10/1998,PG-13,114,15369048,2433,78685114,120000000,198685114
City of Ember,http://www.boxofficemojo.com/movies/?id=cityofember.htm,10/10/2008,PG,95,3129473,2023,7873007,10056677,17929684
City of Ghosts,http://www.boxofficemojo.com/movies/?id=cityofghosts.htm,04/25/2003,R,116,30547,20,357197,n/a,357197
City of God,http://www.boxofficemojo.com/movies/?id=cityofgod.htm,01/17/2003,R,131,88292,242,7564459,23077311,30641770
City of Hope,http://www.boxofficemojo.com/movies/?id=cityofhope.htm,10/11/1991,R,129,35281,84,1345015,null,null
City of Industry,http://www.boxofficemojo.com/movies/?id=cityofindustry.htm,03/14/1997,R,97,803811,441,1568258,null,null
City of Joy,http://www.boxofficemojo.com/movies/?id=cityofjoy.htm,04/17/1992,PG-13,135,3405890,919,14683921,null,null
City of Life and Death,http://www.boxofficemojo.com/movies/?id=cityoflifeanddeath.htm,05/11/2011,R,132,5610,9,122558,10564758,10687316
City of Lost Children,http://www.boxofficemojo.com/movies/?id=cityoflostchildren.htm,12/15/1995,R,112,34348,36,1738611,n/a,1738611
City of Men,http://www.boxofficemojo.com/movies/?id=cityofmen.htm,02/29/2008,R,110,130579,75,325131,2264601,2589732
The City of Your Final Destination,http://www.boxofficemojo.com/movies/?id=cityofyourfinaldestination.htm,04/16/2010,PG-13,114,24401,26,493296,858570,1351866
City on Fire,http://www.boxofficemojo.com/movies/?id=cityonfire.htm,09/14/1979,R,104,null,null,784181,null,null
City Slickers,http://www.boxofficemojo.com/movies/?id=cityslickers.htm,06/07/1991,PG-13,112,13032121,2171,124033791,55000000,179033791
City Slickers II:The Legend of Curly's Gold,http://www.boxofficemojo.com/movies/?id=cityslickers2.htm,06/10/1994,PG-13,115,11516375,2243,43622150,null,null
Civic Duty,http://www.boxofficemojo.com/movies/?id=civicduty.htm,05/04/2007,R,98,54902,56,95953,6117,102070
A Civil Action,http://www.boxofficemojo.com/movies/?id=civilaction.htm,12/25/1998,PG-13,115,15163484,2319,56709981,null,null
Civil Brand,http://www.boxofficemojo.com/movies/?id=civilbrand.htm,08/29/2003,R,95,99296,35,254293,null,null
CJ7,http://www.boxofficemojo.com/movies/?id=cj7.htm,03/07/2008,PG,86,49770,30,207378,47094093,47301471
The Claim,http://www.boxofficemojo.com/movies/?id=claim.htm,12/29/2000,R,120,7131,29,669258,n/a,669258
Claire Dolan,http://www.boxofficemojo.com/movies/?id=clairedolan.htm,02/25/2000,Unrated,95,null,null,9480,null,null
Clambake,http://www.boxofficemojo.com/movies/?id=clambake.htm,11/22/1967,Unrated,100,null,null,null,null,null
The Clan of the Cave Bear,http://www.boxofficemojo.com/movies/?id=clanofthecavebear.htm,01/17/1986,R,98,25428,106,1953732,null,null
Clandestine Childhood,http://www.boxofficemojo.com/movies/?id=clandestinechildhood.htm,01/18/2013,Unrated,112,8137,2,9017,n/a,9017
Clara's Heart,http://www.boxofficemojo.com/movies/?id=clarasheart.htm,10/07/1988,PG-13,108,588869,315,5194491,null,null
Clash (Bay Rong),http://www.boxofficemojo.com/movies/?id=clashbayrong.htm,03/11/2011,R,90,12249,9,27052,null,null
Clash of the Titans (1981),http://www.boxofficemojo.com/movies/?id=clashofthetitans.htm,06/12/1981,PG,118,null,null,41092328,null,null
Clash of the Titans (2010),http://www.boxofficemojo.com/movies/?id=clashofthetitans10.htm,04/02/2010,PG-13,118,61235105,3802,163214888,330000105,493214993
Class,http://www.boxofficemojo.com/movies/?id=class.htm,07/22/1983,R,98,4553233,844,21667789,null,null
The Class,http://www.boxofficemojo.com/movies/?id=class08.htm,12/19/2008,PG-13,128,null,126,3766810,25099786,28866596
Class Act,http://www.boxofficemojo.com/movies/?id=classact.htm,06/05/1992,PG-13,98,3421827,1148,13272113,null,null
Class Action,http://www.boxofficemojo.com/movies/?id=classaction.htm,03/15/1991,R,110,4207923,1132,24277858,4000060,28277918
Class of 1999,http://www.boxofficemojo.com/movies/?id=classof1999.htm,05/11/1990,R,99,767620,320,2459895,null,null
Classe Tous Risques (re-issue),http://www.boxofficemojo.com/movies/?id=classetousrisques.htm,11/18/2005,Unrated,110,11945,2,95413,null,null
Clay Pigeons,http://www.boxofficemojo.com/movies/?id=claypigeons.htm,09/25/1998,R,104,167364,297,1794086,null,null
Clean,http://www.boxofficemojo.com/movies/?id=clean.htm,04/28/2006,R,110,14953,8,138711,2753974,2892685
Clean and Sober,http://www.boxofficemojo.com/movies/?id=cleanandsober.htm,08/12/1988,R,124,2205628,675,8674093,null,null
Clean Slate,http://www.boxofficemojo.com/movies/?id=cleanslate.htm,05/06/1994,PG-13,107,3136130,1474,7355425,null,null
Clean Shaven,http://www.boxofficemojo.com/movies/?id=cleanshaven.htm,03/31/1995,Unrated,79,null,null,26351,null,null
Clear and Present Danger,http://www.boxofficemojo.com/movies/?id=clearandpresentdanger.htm,08/05/1994,PG-13,141,20348017,2433,122187717,93700000,215887717
The Clearing,http://www.boxofficemojo.com/movies/?id=clearing.htm,07/02/2004,R,95,472781,449,5763875,6756924,12520799
Cleopatra (1934),http://www.boxofficemojo.com/movies/?id=cleopatra34.htm,10/05/1934,Unrated,100,null,null,null,null,null
Cleopatra (1963),http://www.boxofficemojo.com/movies/?id=cleopatra.htm,06/12/1963,G,192,null,null,57777778,null,null
Cleopatra's Second Husband,http://www.boxofficemojo.com/movies/?id=cleopatrassecondhusband.htm,09/29/2000,R,N/A,7116,1,175058,null,null
Clerks,http://www.boxofficemojo.com/movies/?id=clerks.htm,10/19/1994,R,92,31665,96,3151130,null,null
Clerks II,http://www.boxofficemojo.com/movies/?id=clerks2.htm,07/21/2006,R,97,10061132,2150,24148068,2835708,26983776
Click,http://www.boxofficemojo.com/movies/?id=click.htm,06/23/2006,PG-13,97,40011365,3764,137355633,100325666,237681299
The Client,http://www.boxofficemojo.com/movies/?id=client.htm,07/22/1994,PG-13,122,17174262,2365,92115211,25500000,117615211
Client 9:The Rise and Fall of Eliot Spitzer,http://www.boxofficemojo.com/movies/?id=client9.htm,11/05/2010,R,117,16962,17,189416,3454,192870
Cliffhanger,http://www.boxofficemojo.com/movies/?id=cliffhanger.htm,05/28/1993,R,113,16176967,2431,84049211,170951000,255000211
Clifford,http://www.boxofficemojo.com/movies/?id=clifford.htm,04/01/1994,PG,90,2571043,1023,7408745,null,null
Clifford The Big Red Dog,http://www.boxofficemojo.com/movies/?id=clifford2016.htm,TBD,Not Yet Rated,N/A,null,null,null,null,null
